GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ANY001
"G2200290","1870","Louisiana","220","Concordia","0290","Concordia",0
"G2200310","1870","Louisiana","220","De Soto","0310","De Soto",10
"G2200330","1870","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",17
"G2200370","1870","Louisiana","220","East Feliciana","0370","East Feliciana",7
"G2200410","1870","Louisiana","220","Franklin","0410","Franklin",0
"G2200430","1870","Louisiana","220","Grant","0430","Grant",2
"G2200450","1870","Louisiana","220","Iberia","0450","Iberia",9
"G2200470","1870","Louisiana","220","Iberville","0470","Iberville",60
"G2200490","1870","Louisiana","220","Jackson","0490","Jackson",6
"G2200510","1870","Louisiana","220","Jefferson","0510","Jefferson",7
"G2200550","1870","Louisiana","220","Lafayette","0550","Lafayette",3
"G2200570","1870","Louisiana","220","Lafourche","0570","Lafourche",67
"G2200630","1870","Louisiana","220","Livingston","0630","Livingston",3
"G2200650","1870","Louisiana","220","Madison","0650","Madison",0
"G2200670","1870","Louisiana","220","Morehouse","0670","Morehouse",3
"G2200690","1870","Louisiana","220","Natchitoches","0690","Natchitoches",4
"G2200710","1870","Louisiana","220","Orleans","0710","Orleans",117
"G2200730","1870","Louisiana","220","Ouachita","0730","Ouachita",2
"G2200750","1870","Louisiana","220","Plaquemines","0750","Plaquemines",35
"G2200770","1870","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",21
"G2200790","1870","Louisiana","220","Rapides","0790","Rapides",19
"G2200830","1870","Louisiana","220","Richland","0830","Richland",4
"G2200850","1870","Louisiana","220","Sabine","0850","Sabine",1
"G2200870","1870","Louisiana","220","St Bernard","0870","St Bernard",8
"G2200890","1870","Louisiana","220","St Charles","0890","St Charles",23
"G2200910","1870","Louisiana","220","St Helena","0910","St Helena",0
"G2200930","1870","Louisiana","220","St James","0930","St James",62
"G2200950","1870","Louisiana","220","St John The Baptist","0950","St John The Baptist",41
"G2200970","1870","Louisiana","220","St Landry","0970","St Landry",21
"G2200990","1870","Louisiana","220","St Martin","0990","St Martin",17
"G2201010","1870","Louisiana","220","St Mary","1010","St Mary",56
"G2201030","1870","Louisiana","220","St Tammany","1030","St Tammany",7
"G2201050","1870","Louisiana","220","Tangipahoa","1050","Tangipahoa",11
"G2201070","1870","Louisiana","220","Tensas","1070","Tensas",0
"G2201090","1870","Louisiana","220","Terrebonne","1090","Terrebonne",66
"G2201110","1870","Louisiana","220","Union","1110","Union",9
"G2201130","1870","Louisiana","220","Vermillion","1130","Vermillion",0
"G2201170","1870","Louisiana","220","Washington","1170","Washington",0
"G2201210","1870","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",
"G2201250","1870","Louisiana","220","West Feliciana","1250","West Feliciana",3
"G2201270","1870","Louisiana","220","Winn","1270","Winn",2
"G2300010","1870","Maine","230","Androscoggin","0010","Androscoggin",19
"G2300030","1870","Maine","230","Aroostook","0030","Aroostook",0
"G2300050","1870","Maine","230","Cumberland","0050","Cumberland",84
"G2300070","1870","Maine","230","Franklin","0070","Franklin",5
"G2300090","1870","Maine","230","Hancock","0090","Hancock",11
"G2300110","1870","Maine","230","Kennebec","0110","Kennebec",24
"G2300130","1870","Maine","230","Knox","0130","Knox",3
"G2300150","1870","Maine","230","Lincoln","0150","Lincoln",32
"G2300170","1870","Maine","230","Oxford","0170","Oxford",10
"G2300190","1870","Maine","230","Penobscot","0190","Penobscot",81
"G2300210","1870","Maine","230","Piscataquis","0210","Piscataquis",4
"G2300230","1870","Maine","230","Sagadahoc","0230","Sagadahoc",27
"G2300250","1870","Maine","230","Somerset","0250","Somerset",5
"G2300270","1870","Maine","230","Waldo","0270","Waldo",12
"G2300290","1870","Maine","230","Washington","0290","Washington",8
"G2300310","1870","Maine","230","York","0310","York",29
"G2400010","1870","Maryland","240","Allegany","0010","Allegany",48
"G2400030","1870","Maryland","240","Anne Arundel","0030","Anne Arundel",3
"G2400050","1870","Maryland","240","Baltimore","0050","Baltimore",293
"G2400090","1870","Maryland","240","Calvert","0090","Calvert",3
"G2400110","1870","Maryland","240","Caroline","0110","Caroline",7
"G2400130","1870","Maryland","240","Carroll","0130","Carroll",9
"G2400150","1870","Maryland","240","Cecil","0150","Cecil",24
"G2400170","1870","Maryland","240","Charles","0170","Charles",3
"G2400190","1870","Maryland","240","Dorchester","0190","Dorchester",2
"G2400210","1870","Maryland","240","Frederick","0210","Frederick",24
"G2400250","1870","Maryland","240","Harford","0250","Harford",7
"G2400270","1870","Maryland","240","Howard","0270","Howard",1
"G2400290","1870","Maryland","240","Kent","0290","Kent",8
"G2400310","1870","Maryland","240","Montgomery","0310","Montgomery",5
"G2400330","1870","Maryland","240","Prince Georges","0330","Prince Georges",7
"G2400350","1870","Maryland","240","Queen Anne's","0350","Queen Anne's",7
"G2400370","1870","Maryland","240","St Mary's","0370","St Mary's",2
"G2400390","1870","Maryland","240","Somerset","0390","Somerset",16
"G2400410","1870","Maryland","240","Talbot","0410","Talbot",12
"G2400430","1870","Maryland","240","Washington","0430","Washington",19
"G2400450","1870","Maryland","240","Wicomico","0450","Wicomico",14
"G2400470","1870","Maryland","240","Worcester","0470","Worcester",17
"G2405100","1870","Maryland","240","Baltimore City","5100","Baltimore City",
"G2500010","1870","Massachusetts","250","Barnstable","0010","Barnstable",2
"G2500030","1870","Massachusetts","250","Berkshire","0030","Berkshire",81
"G2500050","1870","Massachusetts","250","Bristol","0050","Bristol",252
"G2500070","1870","Massachusetts","250","Dukes","0070","Dukes",1
"G2500090","1870","Massachusetts","250","Essex","0090","Essex",421
"G2500110","1870","Massachusetts","250","Franklin","0110","Franklin",23
"G2500130","1870","Massachusetts","250","Hampden","0130","Hampden",97
"G2500150","1870","Massachusetts","250","Hampshire","0150","Hampshire",43
"G2500170","1870","Massachusetts","250","Middlesex","0170","Middlesex",436
"G2500190","1870","Massachusetts","250","Nantucket","0190","Nantucket",0
"G2500210","1870","Massachusetts","250","Norfolk","0210","Norfolk",109
"G2500230","1870","Massachusetts","250","Plymouth","0230","Plymouth",111
"G2500250","1870","Massachusetts","250","Suffolk","0250","Suffolk",485
"G2500270","1870","Massachusetts","250","Worcester","0270","Worcester",335
"G2600010","1870","Michigan","260","Alcona","0010","Alcona",3
"G2600050","1870","Michigan","260","Allegan","0050","Allegan",55
"G2600070","1870","Michigan","260","Alpena","0070","Alpena",17
"G2600090","1870","Michigan","260","Antrim","0090","Antrim",1
"G2600150","1870","Michigan","260","Barry","0150","Barry",20
"G2600170","1870","Michigan","260","Bay","0170","Bay",76
"G2600190","1870","Michigan","260","Benzie","0190","Benzie",3
"G2600210","1870","Michigan","260","Berrien","0210","Berrien",52
"G2600230","1870","Michigan","260","Branch","0230","Branch",60
"G2600250","1870","Michigan","260","Calhoun","0250","Calhoun",41
"G2600270","1870","Michigan","260","Cass","0270","Cass",42
"G2600290","1870","Michigan","260","Charlevoix","0290","Charlevoix",2
"G2600310","1870","Michigan","260","Cheboygan","0310","Cheboygan",6
"G2600330","1870","Michigan","260","Chippewa","0330","Chippewa",2
"G2600350","1870","Michigan","260","Clare","0350","Clare",0
"G2600370","1870","Michigan","260","Clinton","0370","Clinton",32
"G2600410","1870","Michigan","260","Delta","0410","Delta",0
"G2600450","1870","Michigan","260","Eaton","0450","Eaton",50
"G2600470","1870","Michigan","260","Emmet","0470","Emmet",1
"G2600490","1870","Michigan","260","Genesee","0490","Genesee",86
"G2600510","1870","Michigan","260","Gladwin","0510","Gladwin",
"G2600550","1870","Michigan","260","Grand Traverse","0550","Grand Traverse",4
"G2600570","1870","Michigan","260","Gratiot","0570","Gratiot",11
"G2600590","1870","Michigan","260","Hillsdale","0590","Hillsdale",59
"G2600610","1870","Michigan","260","Houghton","0610","Houghton",34
"G2600630","1870","Michigan","260","Huron","0630","Huron",37
"G2600650","1870","Michigan","260","Ingham","0650","Ingham",68
"G2600670","1870","Michigan","260","Ionia","0670","Ionia",34
"G2600690","1870","Michigan","260","Iosco","0690","Iosco",13
"G2600730","1870","Michigan","260","Isabella","0730","Isabella",2
"G2600750","1870","Michigan","260","Jackson","0750","Jackson",40
"G2600770","1870","Michigan","260","Kalamazoo","0770","Kalamazoo",36
"G2600790","1870","Michigan","260","Kalkaska","0790","Kalkaska",0
"G2600810","1870","Michigan","260","Kent","0810","Kent",67
"G2600830","1870","Michigan","260","Keweenaw","0830","Keweenaw",12
"G2600850","1870","Michigan","260","Lake","0850","Lake",0
"G2600870","1870","Michigan","260","Lapeer","0870","Lapeer",39
"G2600890","1870","Michigan","260","Leelanau","0890","Leelanau",4
"G2600910","1870","Michigan","260","Lenawee","0910","Lenawee",138
"G2600930","1870","Michigan","260","Livingston","0930","Livingston",21
"G2600970","1870","Michigan","260","Mackinac","0970","Mackinac",0
"G2600990","1870","Michigan","260","Macomb","0990","Macomb",51
"G2601010","1870","Michigan","260","Manistee","1010","Manistee",24
"G2601015","1870","Michigan","260","Manitou","1015","Manitou",0
"G2601030","1870","Michigan","260","Marquette","1030","Marquette",13
"G2601050","1870","Michigan","260","Mason","1050","Mason",11
"G2601070","1870","Michigan","260","Mecosta","1070","Mecosta",2
"G2601090","1870","Michigan","260","Menominee","1090","Menominee",5
"G2601110","1870","Michigan","260","Midland","1110","Midland",11
"G2601130","1870","Michigan","260","Missaukee","1130","Missaukee",0
"G2601150","1870","Michigan","260","Monroe","1150","Monroe",48
"G2601170","1870","Michigan","260","Montcalm","1170","Montcalm",46
"G2601190","1870","Michigan","260","Montmorency","1190","Montmorency",
"G2601210","1870","Michigan","260","Muskegon","1210","Muskegon",69
"G2601230","1870","Michigan","260","Newaygo","1230","Newaygo",11
"G2601250","1870","Michigan","260","Oakland","1250","Oakland",27
"G2601270","1870","Michigan","260","Oceana","1270","Oceana",10
"G2601290","1870","Michigan","260","Ogemaw","1290","Ogemaw",0
"G2601310","1870","Michigan","260","Ontonagon","1310","Ontonagon",3
"G2601330","1870","Michigan","260","Osceola","1330","Osceola",0
"G2601350","1870","Michigan","260","Oscoda","1350","Oscoda",0
"G2601370","1870","Michigan","260","Otsego","1370","Otsego",
"G2601390","1870","Michigan","260","Ottawa","1390","Ottawa",40
"G2601410","1870","Michigan","260","Presque Isle","1410","Presque Isle",0
"G2601430","1870","Michigan","260","Roscommon","1430","Roscommon",
"G2601450","1870","Michigan","260","Saginaw","1450","Saginaw",146
"G2601470","1870","Michigan","260","St Clair","1470","St Clair",55
"G2601490","1870","Michigan","260","St Joseph","1490","St Joseph",21
"G2601510","1870","Michigan","260","Sanilac","1510","Sanilac",27
"G2601530","1870","Michigan","260","Schoolcraft","1530","Schoolcraft",5
"G2601550","1870","Michigan","260","Shiawassee","1550","Shiawassee",17
"G2601570","1870","Michigan","260","Tuscola","1570","Tuscola",32
"G2601590","1870","Michigan","260","Van Buren","1590","Van Buren",68
"G2601610","1870","Michigan","260","Washtenaw","1610","Washtenaw",58
"G2601630","1870","Michigan","260","Wayne","1630","Wayne",247
"G2601650","1870","Michigan","260","Wexford","1650","Wexford",0
"G2700010","1870","Minnesota","270","Aitkin","0010","Aitkin",0
"G2700030","1870","Minnesota","270","Anoka","0030","Anoka",2
"G2700050","1870","Minnesota","270","Becker","0050","Becker",0
"G2700070","1870","Minnesota","270","Beltrami","0070","Beltrami",0
"G2700090","1870","Minnesota","270","Benton","0090","Benton",0
"G2700110","1870","Minnesota","270","Big Stone","0110","Big Stone",0
"G2700130","1870","Minnesota","270","Blue Earth","0130","Blue Earth",9
"G2700150","1870","Minnesota","270","Brown","0150","Brown",4
"G2700170","1870","Minnesota","270","Carlton","0170","Carlton",1
"G2700190","1870","Minnesota","270","Carver","0190","Carver",11
"G2700210","1870","Minnesota","270","Cass","0210","Cass",0
"G2700230","1870","Minnesota","270","Chippewa","0230","Chippewa",0
"G2700250","1870","Minnesota","270","Chisago","0250","Chisago",6
"G2700270","1870","Minnesota","270","Clay","0270","Clay",0
"G2700330","1870","Minnesota","270","Cottonwood","0330","Cottonwood",0
"G2700350","1870","Minnesota","270","Crow Wing","0350","Crow Wing",0
"G2700370","1870","Minnesota","270","Dakota","0370","Dakota",5
"G2700390","1870","Minnesota","270","Dodge","0390","Dodge",1
"G2700410","1870","Minnesota","270","Douglas","0410","Douglas",3
"G2700430","1870","Minnesota","270","Faribault","0430","Faribault",2
"G2700450","1870","Minnesota","270","Fillmore","0450","Fillmore",3
"G2700470","1870","Minnesota","270","Freeborn","0470","Freeborn",0
"G2700490","1870","Minnesota","270","Goodhue","0490","Goodhue",15
"G2700510","1870","Minnesota","270","Grant","0510","Grant",0
"G2700530","1870","Minnesota","270","Hennepin","0530","Hennepin",16
"G2700550","1870","Minnesota","270","Houston","0550","Houston",1
"G2700590","1870","Minnesota","270","Isanti","0590","Isanti",2
"G2700610","1870","Minnesota","270","Itasca","0610","Itasca",0
"G2700630","1870","Minnesota","270","Jackson","0630","Jackson",0
"G2700650","1870","Minnesota","270","Kanabec","0650","Kanabec",0
"G2700670","1870","Minnesota","270","Kandiyohi","0670","Kandiyohi",0
"G2700735","1870","Minnesota","270","Lac Qui Parle (old)","0735","Lac Qui Parle (Old)",0
"G2700750","1870","Minnesota","270","Lake","0750","Lake",0
"G2700790","1870","Minnesota","270","Le Sueur","0790","Le Sueur",17
"G2700850","1870","Minnesota","270","McLeod","0850","Mcleod",2
"G2700910","1870","Minnesota","270","Martin","0910","Martin",1
"G2700930","1870","Minnesota","270","Meeker","0930","Meeker",1
"G2700950","1870","Minnesota","270","Mille Lacs","0950","Mille Lacs",2
"G2700955","1870","Minnesota","270","Monongalia","0955","Monongalia",0
"G2700970","1870","Minnesota","270","Morrison","0970","Morrison",0
"G2700990","1870","Minnesota","270","Mower","0990","Mower",6
"G2701010","1870","Minnesota","270","Murray","1010","Murray",0
"G2701030","1870","Minnesota","270","Nicollet","1030","Nicollet",7
"G2701050","1870","Minnesota","270","Nobles","1050","Nobles",0
"G2701090","1870","Minnesota","270","Olmsted","1090","Olmsted",7
"G2701110","1870","Minnesota","270","Otter Tail","1110","Otter Tail",1
"G2701115","1870","Minnesota","270","Pembina","1115","Pembina",0
"G2701150","1870","Minnesota","270","Pine","1150","Pine",6
"G2701190","1870","Minnesota","270","Polk","1190","Polk",
"G2701210","1870","Minnesota","270","Pope","1210","Pope",0
"G2701230","1870","Minnesota","270","Ramsey","1230","Ramsey",6
"G2701270","1870","Minnesota","270","Redwood","1270","Redwood",0
"G2701290","1870","Minnesota","270","Renville","1290","Renville",0
"G2701310","1870","Minnesota","270","Rice","1310","Rice",23
"G2701330","1870","Minnesota","270","Rock","1330","Rock",0
"G2701370","1870","Minnesota","270","St Louis","1370","St Louis",5
"G2701390","1870","Minnesota","270","Scott","1390","Scott",7
"G2701410","1870","Minnesota","270","Sherburne","1410","Sherburne",1
"G2701430","1870","Minnesota","270","Sibley","1430","Sibley",9
"G2701450","1870","Minnesota","270","Stearns","1450","Stearns",9
"G2701470","1870","Minnesota","270","Steele","1470","Steele",3
"G2701490","1870","Minnesota","270","Stevens","1490","Stevens",0
"G2701530","1870","Minnesota","270","Todd","1530","Todd",0
"G2701550","1870","Minnesota","270","Traverse","1550","Traverse",0
"G2701570","1870","Minnesota","270","Wabasha","1570","Wabasha",8
"G2701590","1870","Minnesota","270","Wadena","1590","Wadena",0
"G2701610","1870","Minnesota","270","Waseca","1610","Waseca",2
"G2701630","1870","Minnesota","270","Washington","1630","Washington",17
"G2701650","1870","Minnesota","270","Watonwan","1650","Watonwan",1
"G2701670","1870","Minnesota","270","Wilkin","1670","Wilkin",1
"G2701690","1870","Minnesota","270","Winona","1690","Winona",20
"G2701710","1870","Minnesota","270","Wright","1710","Wright",3
"G2800010","1870","Mississippi","280","Adams","0010","Adams",3
"G2800030","1870","Mississippi","280","Alcorn","0030","Alcorn",13
"G2800050","1870","Mississippi","280","Amite","0050","Amite",0
"G2800070","1870","Mississippi","280","Attala","0070","Attala",7
"G2800110","1870","Mississippi","280","Bolivar","0110","Bolivar",4
"G2800130","1870","Mississippi","280","Calhoun","0130","Calhoun",6
"G2800150","1870","Mississippi","280","Carroll","0150","Carroll",13
"G2800170","1870","Mississippi","280","Chickasaw","0170","Chickasaw",11
"G2800190","1870","Mississippi","280","Choctaw","0190","Choctaw",2
"G2800210","1870","Mississippi","280","Claiborne","0210","Claiborne",0
"G2800230","1870","Mississippi","280","Clarke","0230","Clarke",8
"G2800270","1870","Mississippi","280","Coahoma","0270","Coahoma",0
"G2800290","1870","Mississippi","280","Copiah","0290","Copiah",22
"G2800310","1870","Mississippi","280","Covington","0310","Covington",2
"G2800330","1870","Mississippi","280","De Soto","0330","De Soto",17
"G2800370","1870","Mississippi","280","Franklin","0370","Franklin",5
"G2800410","1870","Mississippi","280","Greene","0410","Greene",6
"G2800430","1870","Mississippi","280","Grenada","0430","Grenada",6
"G2800450","1870","Mississippi","280","Hancock","0450","Hancock",10
"G2800470","1870","Mississippi","280","Harrison","0470","Harrison",20
"G2800490","1870","Mississippi","280","Hinds","0490","Hinds",14
"G2800510","1870","Mississippi","280","Holmes","0510","Holmes",8
"G2800550","1870","Mississippi","280","Issaquena","0550","Issaquena",0
"G2800570","1870","Mississippi","280","Itawamba","0570","Itawamba",0
"G2800590","1870","Mississippi","280","Jackson","0590","Jackson",7
"G2800610","1870","Mississippi","280","Jasper","0610","Jasper",4
"G2800630","1870","Mississippi","280","Jefferson","0630","Jefferson",0
"G2800670","1870","Mississippi","280","Jones","0670","Jones",0
"G2800690","1870","Mississippi","280","Kemper","0690","Kemper",3
"G2800710","1870","Mississippi","280","Lafayette","0710","Lafayette",6
"G2800750","1870","Mississippi","280","Lauderdale","0750","Lauderdale",0
"G2800770","1870","Mississippi","280","Lawrence","0770","Lawrence",0
"G2800790","1870","Mississippi","280","Leake","0790","Leake",4
"G2800810","1870","Mississippi","280","Lee","0810","Lee",1
"G2800850","1870","Mississippi","280","Lincoln","0850","Lincoln",15
"G2800870","1870","Mississippi","280","Lowndes","0870","Lowndes",18
"G2800890","1870","Mississippi","280","Madison","0890","Madison",11
"G2800910","1870","Mississippi","280","Marion","0910","Marion",0
"G2800930","1870","Mississippi","280","Marshall","0930","Marshall",8
"G2800950","1870","Mississippi","280","Monroe","0950","Monroe",3
"G2800990","1870","Mississippi","280","Neshoba","0990","Neshoba",1
"G2801010","1870","Mississippi","280","Newton","1010","Newton",8
"G2801030","1870","Mississippi","280","Noxubee","1030","Noxubee",8
"G2801050","1870","Mississippi","280","Oktibbeha","1050","Oktibbeha",8
"G2801070","1870","Mississippi","280","Panola","1070","Panola",11
"G2801110","1870","Mississippi","280","Perry","1110","Perry",0
"G2801130","1870","Mississippi","280","Pike","1130","Pike",9
"G2801150","1870","Mississippi","280","Pontotoc","1150","Pontotoc",5
"G2801170","1870","Mississippi","280","Prentiss","1170","Prentiss",5
"G2801210","1870","Mississippi","280","Rankin","1210","Rankin",3
"G2801230","1870","Mississippi","280","Scott","1230","Scott",6
"G2801270","1870","Mississippi","280","Simpson","1270","Simpson",2
"G2801290","1870","Mississippi","280","Smith","1290","Smith",2
"G2801330","1870","Mississippi","280","Sunflower","1330","Sunflower",3
"G2801350","1870","Mississippi","280","Tallahatchie","1350","Tallahatchie",8
"G2801390","1870","Mississippi","280","Tippah","1390","Tippah",6
"G2801410","1870","Mississippi","280","Tishomingo","1410","Tishomingo",8
"G2801430","1870","Mississippi","280","Tunica","1430","Tunica",0
"G2801490","1870","Mississippi","280","Warren","1490","Warren",14
"G2801510","1870","Mississippi","280","Washington","1510","Washington",0
"G2801530","1870","Mississippi","280","Wayne","1530","Wayne",2
"G2801570","1870","Mississippi","280","Wilkinson","1570","Wilkinson",2
"G2801590","1870","Mississippi","280","Winston","1590","Winston",1
"G2801610","1870","Mississippi","280","Yalobusha","1610","Yalobusha",12
"G2801630","1870","Mississippi","280","Yazoo","1630","Yazoo",3
"G2900010","1870","Missouri","290","Adair","0010","Adair",21
"G2900030","1870","Missouri","290","Andrew","0030","Andrew",13
"G2900050","1870","Missouri","290","Atchison","0050","Atchison",11
"G2900070","1870","Missouri","290","Audrain","0070","Audrain",7
"G2900090","1870","Missouri","290","Barry","0090","Barry",0
"G2900110","1870","Missouri","290","Barton","0110","Barton",5
"G2900130","1870","Missouri","290","Bates","0130","Bates",17
"G2900150","1870","Missouri","290","Benton","0150","Benton",4
"G2900170","1870","Missouri","290","Bollinger","0170","Bollinger",5
"G2900190","1870","Missouri","290","Boone","0190","Boone",20
"G2900210","1870","Missouri","290","Buchanan","0210","Buchanan",31
"G2900230","1870","Missouri","290","Butler","0230","Butler",1
"G2900250","1870","Missouri","290","Caldwell","0250","Caldwell",8
"G2900270","1870","Missouri","290","Callaway","0270","Callaway",24
"G2900290","1870","Missouri","290","Camden","0290","Camden",1
"G2900310","1870","Missouri","290","Cape Girardeau","0310","Cape Girardeau",31
"G2900330","1870","Missouri","290","Carroll","0330","Carroll",9
"G2900350","1870","Missouri","290","Carter","0350","Carter",1
"G2900370","1870","Missouri","290","Cass","0370","Cass",15
"G2900390","1870","Missouri","290","Cedar","0390","Cedar",0
"G2900410","1870","Missouri","290","Chariton","0410","Chariton",14
"G2900430","1870","Missouri","290","Christian","0430","Christian",4
"G2900450","1870","Missouri","290","Clark","0450","Clark",5
"G2900470","1870","Missouri","290","Clay","0470","Clay",20
"G2900490","1870","Missouri","290","Clinton","0490","Clinton",10
"G2900510","1870","Missouri","290","Cole","0510","Cole",11
"G2900530","1870","Missouri","290","Cooper","0530","Cooper",14
"G2900550","1870","Missouri","290","Crawford","0550","Crawford",3
"G2900570","1870","Missouri","290","Dade","0570","Dade",2
"G2900590","1870","Missouri","290","Dallas","0590","Dallas",2
"G2900610","1870","Missouri","290","Daviess","0610","Daviess",11
"G2900630","1870","Missouri","290","DeKalb","0630","De Kalb",1
"G2900650","1870","Missouri","290","Dent","0650","Dent",1
"G2900670","1870","Missouri","290","Douglas","0670","Douglas",2
"G2900690","1870","Missouri","290","Dunklin","0690","Dunklin",2
"G2900710","1870","Missouri","290","Franklin","0710","Franklin",29
"G2900730","1870","Missouri","290","Gasconade","0730","Gasconade",8
"G2900750","1870","Missouri","290","Gentry","0750","Gentry",19
"G2900770","1870","Missouri","290","Greene","0770","Greene",16
"G2900790","1870","Missouri","290","Grundy","0790","Grundy",12
"G2900810","1870","Missouri","290","Harrison","0810","Harrison",16
"G2900830","1870","Missouri","290","Henry","0830","Henry",11
"G2900850","1870","Missouri","290","Hickory","0850","Hickory",5
"G2900870","1870","Missouri","290","Holt","0870","Holt",17
"G2900890","1870","Missouri","290","Howard","0890","Howard",5
"G2900910","1870","Missouri","290","Howell","0910","Howell",0
"G2900930","1870","Missouri","290","Iron","0930","Iron",10
"G2900950","1870","Missouri","290","Jackson","0950","Jackson",41
"G2900970","1870","Missouri","290","Jasper","0970","Jasper",4
"G2900990","1870","Missouri","290","Jefferson","0990","Jefferson",11
"G2901010","1870","Missouri","290","Johnson","1010","Johnson",14
"G2901030","1870","Missouri","290","Knox","1030","Knox",15
"G2901050","1870","Missouri","290","Laclede","1050","Laclede",5
"G2901070","1870","Missouri","290","Lafayette","1070","Lafayette",24
"G2901090","1870","Missouri","290","Lawrence","1090","Lawrence",12
"G2901110","1870","Missouri","290","Lewis","1110","Lewis",8
"G2901130","1870","Missouri","290","Lincoln","1130","Lincoln",25
"G2901150","1870","Missouri","290","Linn","1150","Linn",8
"G2901170","1870","Missouri","290","Livingston","1170","Livingston",16
"G2901190","1870","Missouri","290","McDonald","1190","Mcdonald",1
"G2901210","1870","Missouri","290","Macon","1210","Macon",39
"G2901230","1870","Missouri","290","Madison","1230","Madison",2
"G2901250","1870","Missouri","290","Maries","1250","Maries",2
"G2901270","1870","Missouri","290","Marion","1270","Marion",32
"G2901290","1870","Missouri","290","Mercer","1290","Mercer",7
"G2901310","1870","Missouri","290","Miller","1310","Miller",5
"G2901330","1870","Missouri","290","Mississippi","1330","Mississippi",0
"G2901350","1870","Missouri","290","Moniteau","1350","Moniteau",7
"G2901370","1870","Missouri","290","Monroe","1370","Monroe",25
"G2901390","1870","Missouri","290","Montgomery","1390","Montgomery",5
"G2901410","1870","Missouri","290","Morgan","1410","Morgan",4
"G2901430","1870","Missouri","290","New Madrid","1430","New Madrid",3
"G2901450","1870","Missouri","290","Newton","1450","Newton",10
"G2901470","1870","Missouri","290","Nodaway","1470","Nodaway",14
"G2901490","1870","Missouri","290","Oregon","1490","Oregon",1
"G2901510","1870","Missouri","290","Osage","1510","Osage",13
"G2901530","1870","Missouri","290","Ozark","1530","Ozark",0
"G2901550","1870","Missouri","290","Pemiscot","1550","Pemiscot",0
"G2901570","1870","Missouri","290","Perry","1570","Perry",13
"G2901590","1870","Missouri","290","Pettis","1590","Pettis",9
"G2901610","1870","Missouri","290","Phelps","1610","Phelps",7
"G2901630","1870","Missouri","290","Pike","1630","Pike",32
"G2901650","1870","Missouri","290","Platte","1650","Platte",25
"G2901670","1870","Missouri","290","Polk","1670","Polk",5
"G2901690","1870","Missouri","290","Pulaski","1690","Pulaski",0
"G2901710","1870","Missouri","290","Putnam","1710","Putnam",10
"G2901730","1870","Missouri","290","Ralls","1730","Ralls",10
"G2901750","1870","Missouri","290","Randolph","1750","Randolph",18
"G2901770","1870","Missouri","290","Ray","1770","Ray",23
"G2901790","1870","Missouri","290","Reynolds","1790","Reynolds",0
"G2901810","1870","Missouri","290","Ripley","1810","Ripley",0
"G2901830","1870","Missouri","290","St Charles","1830","St Charles",48
"G2901850","1870","Missouri","290","St Clair","1850","St Clair",4
"G2901860","1870","Missouri","290","Ste Genevieve","1860","Ste Genevieve",7
"G2901870","1870","Missouri","290","St Francois","1870","St Francois",14
"G2901890","1870","Missouri","290","St Louis","1890","St Louis",425
"G2901950","1870","Missouri","290","Saline","1950","Saline",20
"G2901970","1870","Missouri","290","Schuyler","1970","Schuyler",23
"G2901990","1870","Missouri","290","Scotland","1990","Scotland",16
"G2902010","1870","Missouri","290","Scott","2010","Scott",7
"G2902030","1870","Missouri","290","Shannon","2030","Shannon",1
"G2902050","1870","Missouri","290","Shelby","2050","Shelby",11
"G2902070","1870","Missouri","290","Stoddard","2070","Stoddard",4
"G2902090","1870","Missouri","290","Stone","2090","Stone",3
"G2902110","1870","Missouri","290","Sullivan","2110","Sullivan",10
"G2902130","1870","Missouri","290","Taney","2130","Taney",1
"G2902150","1870","Missouri","290","Texas","2150","Texas",7
"G2902170","1870","Missouri","290","Vernon","2170","Vernon",9
"G2902190","1870","Missouri","290","Warren","2190","Warren",14
"G2902210","1870","Missouri","290","Washington","2210","Washington",18
"G2902230","1870","Missouri","290","Wayne","2230","Wayne",2
"G2902250","1870","Missouri","290","Webster","2250","Webster",11
"G2902270","1870","Missouri","290","Worth","2270","Worth",2
"G2902290","1870","Missouri","290","Wright","2290","Wright",2
"G3050015","1870","Montana Territory","305","Beaverhead","0015","Beaverhead",2
"G3050035","1870","Montana Territory","305","Big Horn","0035","Big Horn",0
"G3050055","1870","Montana Territory","305","Chouteau","0055","Chouteau",0
"G3050095","1870","Montana Territory","305","Dawson","0095","Dawson",0
"G3050115","1870","Montana Territory","305","Deer Lodge","0115","Deer Lodge",6
"G3050135","1870","Montana Territory","305","Gallatin","0135","Gallatin",1
"G3050155","1870","Montana Territory","305","Jefferson","0155","Jefferson",5
"G3050175","1870","Montana Territory","305","Lewis And Clark","0175","Lewis And Clark",12
"G3050195","1870","Montana Territory","305","Madison","0195","Madison",5
"G3050215","1870","Montana Territory","305","Meagher","0215","Meagher",2
"G3050235","1870","Montana Territory","305","Missoula","0235","Missoula",0
"G3100010","1870","Nebraska","310","Adams","0010","Adams",0
"G3100075","1870","Nebraska","310","Blackbird","0075","Blackbird",0
"G3100190","1870","Nebraska","310","Buffalo","0190","Buffalo",0
